Maturity,Strike,Call,Put
0.0397,165.0,88.725,0.01
0.0397,170.0,83.8,0.01
0.0397,175.0,78.5,0.015
0.0397,180.0,73.525,0.015
0.0397,185.0,68.625,0.025
0.0397,190.0,63.6,0.025
0.0397,195.0,58.575,0.035
0.0397,200.0,53.5,0.035
0.0397,205.0,48.925,0.045
0.0397,210.0,43.65,0.0
0.0397,215.0,38.675,0.065
0.0397,217.5,36.25,0.07
0.0397,220.0,33.7,0.085
0.0397,222.5,31.25,0.095
0.0397,225.0,28.8,0.115
0.0397,227.5,26.275,0.135
0.0397,230.0,23.8,0.165
0.0397,232.5,21.375,0.205
0.0397,235.0,18.825,0.285
0.0397,237.5,16.45,0.395
0.0397,240.0,14.225,0.565
0.0397,242.5,11.925,0.82
0.0397,245.0,9.825,1.2
0.0397,247.5,7.85,1.725
0.0397,250.0,6.15,2.48
0.0397,252.5,4.6,3.45
0.0397,255.0,3.325,4.7
0.0397,257.5,2.315,6.2
0.0397,260.0,1.575,8.0
0.0397,262.5,1.06,9.975
0.0397,265.0,0.7,12.175
0.0397,267.5,0.485,14.475
0.0397,270.0,0.335,16.825
0.0397,272.5,0.24,19.325
0.0397,275.0,0.175,21.775
0.0397,280.0,0.095,26.65
0.0397,285.0,0.055,
0.0397,290.0,0.035,36.8
0.0397,295.0,0.025,41.675
0.0397,300.0,0.015,46.8
0.0397,305.0,0.005,
0.0397,310.0,0.005,56.725
0.0397,315.0,0.0,
0.0397,320.0,0.005,
0.0397,325.0,0.005,
0.0675,90.0,163.65,0.005
0.0675,95.0,158.65,0.005
0.0675,100.0,153.6,0.005
0.0675,105.0,150.675,0.005
0.0675,110.0,143.65,0.005
0.0675,115.0,140.575,0.005
0.0675,120.0,135.725,0.005
0.0675,125.0,128.675,0.005
0.0675,130.0,123.75,0.01
0.0675,135.0,119.1,0.015
0.0675,140.0,113.65,0.01
0.0675,145.0,108.975,0.0
0.0675,150.0,103.8,0.015
0.0675,155.0,98.4,0.025
0.0675,160.0,93.525,0.03
0.0675,165.0,88.65,0.035
0.0675,170.0,83.375,0.04
0.0675,175.0,78.725,0.045
0.0675,180.0,73.725,0.045
0.0675,185.0,68.725,0.055
0.0675,190.0,63.7,0.065
0.0675,195.0,58.825,0.075
0.0675,200.0,53.85,0.085
0.0675,205.0,48.9,0.105
0.0675,210.0,43.9,0.125
0.0675,215.0,38.9,0.145
0.0675,217.5,36.525,0.17
0.0675,220.0,34.05,0.195
0.0675,222.5,31.5,0.225
0.0675,225.0,29.075,0.265
0.0675,227.5,26.625,0.32
0.0675,230.0,24.225,0.395
0.0675,232.5,21.825,0.495
0.0675,235.0,19.45,0.645
0.0675,237.5,17.125,0.84
0.0675,240.0,14.925,1.115
0.0675,242.5,12.775,1.49
0.0675,245.0,10.85,1.99
0.0675,247.5,8.975,2.625
0.0675,250.0,7.25,3.425
0.0675,252.5,5.775,4.425
0.0675,255.0,4.5,5.675
0.0675,257.5,3.375,7.075
0.0675,260.0,2.515,8.725
0.0675,262.5,1.83,10.6
0.0675,265.0,1.345,12.575
0.0675,267.5,0.96,14.775
0.0675,270.0,0.705,17.025
0.0675,272.5,0.515,
0.0675,275.0,0.375,21.875
0.0675,280.0,0.215,26.9
0.0675,285.0,0.125,31.85
0.0675,290.0,0.075,36.775
0.0675,295.0,0.045,41.725
0.0675,300.0,0.035,46.95
0.0675,305.0,0.02,51.775
0.0675,310.0,0.015,
0.0675,315.0,0.01,61.925
0.0675,320.0,0.005,66.675
0.0675,325.0,0.005,
0.0675,330.0,0.0,74.65
0.0675,335.0,0.0,81.85
0.0675,340.0,0.005,
0.0675,345.0,0.005,
0.0675,350.0,0.005,
0.0675,355.0,0.005,141.825
0.0675,360.0,0.005,146.925
0.0675,370.0,0.005,114.75
0.0952,110.0,144.0,0.01
0.0952,120.0,134.025,
0.0952,140.0,113.85,0.02
0.0952,165.0,88.875,0.045
0.0952,170.0,83.85,0.05
0.0952,175.0,78.625,0.055
0.0952,180.0,74.0,0.065
0.0952,185.0,68.8,0.08
0.0952,190.0,64.05,0.09
0.0952,195.0,59.1,0.1
0.0952,200.0,54.025,0.125
0.0952,205.0,49.025,0.15
0.0952,210.0,43.975,0.19
0.0952,215.0,39.325,0.24
0.0952,220.0,34.175,0.32
0.0952,225.0,29.225,0.45
0.0952,230.0,24.7,0.665
0.0952,235.0,20.1,1.035
0.0952,240.0,15.7,1.67
0.0952,245.0,11.775,2.69
0.0952,250.0,8.275,4.25
0.0952,255.0,5.55,6.5
0.0952,260.0,3.425,9.475
0.0952,265.0,2.02,13.1
0.0952,270.0,1.175,17.35
0.0952,275.0,0.67,21.975
0.0952,280.0,0.39,26.8
0.0952,285.0,0.235,
0.0952,290.0,0.145,36.7
0.0952,295.0,0.09,41.75
0.0952,300.0,0.055,46.75
0.0952,305.0,0.04,
0.0952,310.0,0.02,
0.0952,315.0,0.015,
0.0952,320.0,0.015,
0.0952,325.0,0.01,71.8
0.123,140.0,113.9,0.035
0.123,155.0,98.95,0.055
0.123,170.0,84.3,0.09
0.123,180.0,74.125,0.12
0.123,185.0,69.2,0.14
0.123,190.0,64.2,0.17
0.123,195.0,59.275,0.195
0.123,200.0,54.4,0.235
0.123,205.0,49.525,0.3
0.123,210.0,44.625,0.375
0.123,215.0,39.825,0.505
0.123,220.0,34.975,0.695
0.123,225.0,30.175,0.965
0.123,230.0,25.625,1.4
0.123,235.0,21.325,2.055
0.123,240.0,17.25,3.0
0.123,245.0,13.55,4.3
0.123,250.0,10.35,6.05
0.123,255.0,7.625,8.35
0.123,260.0,5.425,11.15
0.123,265.0,3.7,14.425
0.123,270.0,2.465,18.25
0.123,275.0,1.605,22.475
0.123,280.0,1.05,27.025
0.123,285.0,0.685,31.825
0.123,290.0,0.455,36.9
0.123,295.0,0.305,41.65
0.123,300.0,0.195,46.825
0.123,305.0,0.135,
0.123,310.0,0.09,56.65
0.123,315.0,0.055,61.8
0.123,320.0,0.04,
0.123,325.0,0.025,
0.1508,120.0,134.275,
0.1508,200.0,54.65,0.325
0.1508,215.0,40.125,0.715
0.1508,220.0,35.4,0.95
0.1508,225.0,30.65,1.28
0.1508,230.0,26.325,1.8
0.1508,235.0,21.975,2.5
0.1508,240.0,18.0,3.525
0.1508,245.0,14.35,4.875
0.1508,250.0,11.175,6.7
0.1508,255.0,8.45,8.975
0.1508,260.0,6.2,11.725
0.1508,265.0,4.4,15.0
0.1508,270.0,3.05,
0.1508,275.0,2.07,
0.1508,280.0,1.4,
0.1508,285.0,0.95,
0.1508,290.0,0.64,
0.1508,295.0,0.46,
0.1508,300.0,0.305,
0.1508,305.0,0.205,
0.1508,320.0,0.07,
0.1508,325.0,0.05,
0.2063,100.0,153.975,0.02
0.2063,105.0,148.925,0.02
0.2063,110.0,145.925,0.025
0.2063,115.0,138.75,0.0
0.2063,120.0,133.9,0.04
0.2063,125.0,128.725,0.04
0.2063,130.0,124.05,0.05
0.2063,135.0,118.825,0.06
0.2063,140.0,114.075,0.07
0.2063,145.0,109.125,0.08
0.2063,150.0,104.125,0.095
0.2063,155.0,99.425,0.11
0.2063,160.0,94.225,0.13
0.2063,165.0,89.375,0.15
0.2063,170.0,84.325,0.175
0.2063,175.0,79.45,0.21
0.2063,180.0,74.5,0.245
0.2063,185.0,69.65,0.29
0.2063,190.0,64.7,0.35
0.2063,195.0,59.9,0.435
0.2063,200.0,54.825,0.53
0.2063,205.0,50.075,0.67
0.2063,210.0,45.2,0.845
0.2063,215.0,40.55,1.095
0.2063,220.0,35.95,1.445
0.2063,225.0,31.375,1.905
0.2063,230.0,27.1,2.54
0.2063,235.0,22.925,3.375
0.2063,240.0,19.05,4.475
0.2063,245.0,15.5,5.925
0.2063,250.0,12.4,7.75
0.2063,255.0,9.6,10.025
0.2063,260.0,7.35,12.725
0.2063,265.0,5.475,15.875
0.2063,270.0,3.95,19.4
0.2063,275.0,2.83,23.3
0.2063,280.0,2.025,27.6
0.2063,285.0,1.42,32.05
0.2063,290.0,1.005,36.925
0.2063,295.0,0.71,
0.2063,300.0,0.505,46.725
0.2063,305.0,0.35,49.6
0.2063,310.0,0.25,
0.2063,315.0,0.18,59.625
0.2063,320.0,0.13,
0.2063,325.0,0.095,69.625
0.2063,330.0,0.065,
0.2063,335.0,0.05,79.625
0.2063,340.0,0.04,
0.2063,345.0,0.035,91.75
0.2063,350.0,0.02,
0.3175,5.0,248.675,0.005
0.3175,10.0,243.5,0.005
0.3175,15.0,238.725,0.005
0.3175,20.0,233.55,0.005
0.3175,25.0,228.775,0.005
0.3175,30.0,223.85,0.005
0.3175,35.0,218.9,0.025
0.3175,40.0,213.65,0.005
0.3175,45.0,156.7,0.05
0.3175,50.0,203.75,0.005
0.3175,55.0,199.1,0.005
0.3175,60.0,193.775,0.01
0.3175,65.0,189.075,0.01
0.3175,70.0,184.2,0.01
0.3175,75.0,179.3,0.015
0.3175,80.0,174.35,0.0
0.3175,85.0,169.4,0.02
0.3175,90.0,164.075,0.02
0.3175,95.0,159.375,0.02
0.3175,100.0,154.5,0.025
0.3175,105.0,148.9,0.035
0.3175,110.0,144.325,0.04
0.3175,115.0,139.375,0.05
0.3175,120.0,134.35,0.055
0.3175,125.0,129.45,0.07
0.3175,130.0,124.5,0.08
0.3175,135.0,119.425,0.09
0.3175,140.0,114.65,0.11
0.3175,145.0,109.75,0.135
0.3175,150.0,104.675,0.15
0.3175,155.0,99.85,0.18
0.3175,160.0,94.9,0.205
0.3175,165.0,89.975,0.255
0.3175,170.0,85.075,0.295
0.3175,175.0,80.175,0.355
0.3175,180.0,75.35,0.43
0.3175,185.0,70.45,0.51
0.3175,190.0,65.525,0.625
0.3175,195.0,60.775,0.755
0.3175,200.0,56.0,0.93
0.3175,205.0,51.275,1.16
0.3175,210.0,46.575,1.455
0.3175,215.0,42.05,1.83
0.3175,220.0,37.55,2.315
0.3175,225.0,33.25,2.965
0.3175,230.0,29.075,3.75
0.3175,235.0,25.1,4.775
0.3175,240.0,21.4,6.05
0.3175,245.0,17.975,7.6
0.3175,250.0,14.85,9.45
0.3175,255.0,12.05,11.675
0.3175,260.0,9.65,14.375
0.3175,265.0,7.6,17.3
0.3175,270.0,5.9,20.625
0.3175,275.0,4.5,24.325
0.3175,280.0,3.375,28.275
0.3175,285.0,2.505,32.6
0.3175,290.0,1.865,37.075
0.3175,295.0,1.37,41.775
0.3175,300.0,1.005,46.775
0.3175,305.0,0.74,
0.3175,310.0,0.545,54.6
0.3175,315.0,0.4,
0.3175,320.0,0.3,66.725
0.3175,330.0,0.16,76.525
0.3175,340.0,0.095,
0.3175,350.0,0.06,96.8
0.3175,360.0,0.035,163.475
0.3175,370.0,0.025,
0.3175,380.0,0.02,
0.3175,390.0,0.0,
0.3175,400.0,0.01,144.65
0.4286,5.0,248.85,0.005
0.4286,10.0,243.775,0.005
0.4286,15.0,238.55,0.005
0.4286,20.0,233.625,0.005
0.4286,25.0,228.7,0.005
0.4286,30.0,225.75,0.055
0.4286,35.0,220.825,0.05
0.4286,40.0,213.9,0.05
0.4286,45.0,209.175,0.005
0.4286,50.0,205.8,0.01
0.4286,55.0,199.025,0.035
0.4286,60.0,196.175,0.015
0.4286,65.0,189.525,0.01
0.4286,70.0,184.525,0.01
0.4286,75.0,179.575,0.01
0.4286,80.0,174.775,0.02
0.4286,85.0,169.8,0.01
0.4286,90.0,164.475,0.03
0.4286,95.0,159.875,0.025
0.4286,100.0,155.075,0.04
0.4286,105.0,150.025,0.05
0.4286,110.0,144.5,0.06
0.4286,115.0,139.5,0.07
0.4286,120.0,134.6,0.08
0.4286,125.0,130.0,0.1
0.4286,130.0,124.85,0.12
0.4286,135.0,120.175,0.14
0.4286,140.0,114.95,0.16
0.4286,145.0,110.375,0.19
0.4286,150.0,105.025,0.22
0.4286,155.0,100.2,0.26
0.4286,160.0,95.55,0.315
0.4286,165.0,90.9,0.365
0.4286,170.0,86.075,0.43
0.4286,175.0,81.25,0.52
0.4286,180.0,76.325,0.62
0.4286,185.0,71.45,0.75
0.4286,190.0,66.65,0.905
0.4286,195.0,61.95,1.1
0.4286,200.0,57.275,1.355
0.4286,205.0,52.575,1.655
0.4286,210.0,48.05,2.045
0.4286,215.0,43.575,2.535
0.4286,220.0,39.225,3.125
0.4286,225.0,35.05,3.875
0.4286,230.0,31.0,4.8
0.4286,235.0,27.15,5.95
0.4286,240.0,23.525,7.325
0.4286,245.0,20.175,8.875
0.4286,250.0,17.075,10.75
0.4286,255.0,14.275,13.0
0.4286,260.0,11.775,15.625
0.4286,265.0,9.575,18.45
0.4286,270.0,7.725,21.65
0.4286,275.0,6.125,25.225
0.4286,280.0,4.8,29.025
0.4286,285.0,3.75,33.175
0.4286,290.0,2.895,37.475
0.4286,295.0,2.24,42.0
0.4286,300.0,1.71,46.85
0.4286,305.0,1.31,51.775
0.4286,310.0,0.995,56.7
0.4286,315.0,0.765,61.775
0.4286,320.0,0.585,66.775
0.4286,330.0,0.345,76.75
0.4286,340.0,0.205,86.8
0.4286,350.0,0.125,96.7
0.4286,360.0,0.085,106.75
0.4286,370.0,0.05,116.55
0.4286,380.0,0.04,
0.4286,390.0,0.025,136.7
0.5675,100.0,154.825,0.075
0.5675,105.0,152.125,0.085
0.5675,110.0,145.15,0.105
0.5675,120.0,135.025,0.15
0.5675,125.0,130.2,0.18
0.5675,130.0,125.275,0.205
0.5675,135.0,120.475,0.245
0.5675,140.0,115.45,0.29
0.5675,145.0,110.925,0.345
0.5675,150.0,105.85,0.405
0.5675,155.0,100.9,0.485
0.5675,160.0,96.225,0.57
0.5675,165.0,91.3,0.68
0.5675,170.0,86.85,0.8
0.5675,175.0,81.825,0.95
0.5675,180.0,77.325,1.13
0.5675,185.0,72.475,1.35
0.5675,190.0,67.825,1.61
0.5675,195.0,63.25,1.925
0.5675,200.0,58.775,2.295
0.5675,205.0,54.175,2.735
0.5675,210.0,49.825,3.275
0.5675,215.0,45.55,3.925
0.5675,220.0,41.425,4.675
0.5675,225.0,37.375,5.625
0.5675,230.0,33.525,6.65
0.5675,235.0,29.85,7.95
0.5675,240.0,26.35,9.4
0.5675,245.0,23.05,11.075
0.5675,250.0,20.05,12.975
0.5675,255.0,17.2,15.225
0.5675,260.0,14.675,17.625
0.5675,265.0,12.425,20.425
0.5675,270.0,10.4,23.4
0.5675,275.0,8.65,26.775
0.5675,280.0,7.1,30.35
0.5675,285.0,5.8,34.225
0.5675,290.0,4.7,38.25
0.5675,295.0,3.825,42.625
0.5675,300.0,3.1,47.2
0.5675,310.0,1.995,56.675
0.5675,320.0,1.305,
0.5675,330.0,0.855,
0.5675,340.0,0.555,
0.5675,350.0,0.375,
0.5675,360.0,0.245,
0.5675,370.0,0.165,
0.5675,380.0,0.115,
0.5675,390.0,0.075,
0.5675,400.0,0.06,
0.6786,90.0,165.375,0.07
0.6786,95.0,162.35,0.085
0.6786,100.0,155.175,0.105
0.6786,105.0,152.425,0.125
0.6786,110.0,145.45,0.145
0.6786,115.0,142.675,0.175
0.6786,120.0,135.3,0.21
0.6786,125.0,131.025,0.245
0.6786,130.0,125.55,0.295
0.6786,135.0,121.025,0.345
0.6786,140.0,116.25,0.405
0.6786,145.0,111.4,0.49
0.6786,150.0,106.15,0.565
0.6786,155.0,101.825,0.665
0.6786,160.0,97.2,0.775
0.6786,165.0,92.425,0.925
0.6786,170.0,87.6,1.09
0.6786,175.0,82.925,1.285
0.6786,180.0,77.925,1.51
0.6786,185.0,73.6,1.77
0.6786,190.0,68.975,2.095
0.6786,195.0,64.5,2.47
0.6786,200.0,59.975,2.91
0.6786,210.0,51.325,4.05
0.6786,220.0,43.05,5.65
0.6786,230.0,35.35,7.8
0.6786,240.0,28.3,10.6
0.6786,250.0,22.0,14.25
0.6786,260.0,16.625,18.85
0.6786,270.0,12.175,24.55
0.6786,280.0,8.7,31.225
0.6786,290.0,6.05,38.925
0.6786,300.0,4.15,47.55
0.6786,310.0,2.835,56.85
0.6786,320.0,1.925,106.2
0.6786,330.0,1.32,
0.6786,340.0,0.915,
0.6786,350.0,0.635,153.65
0.6786,360.0,0.44,163.025
0.6786,370.0,0.305,0.0
0.7897,120.0,135.875,0.265
0.7897,125.0,131.375,0.315
0.7897,140.0,116.725,0.515
0.7897,150.0,107.15,0.71
0.7897,155.0,102.55,0.825
0.7897,160.0,97.625,0.975
0.7897,165.0,93.125,1.145
0.7897,170.0,88.225,1.33
0.7897,175.0,83.825,1.56
0.7897,180.0,79.075,1.825
0.7897,185.0,74.5,2.13
0.7897,190.0,69.975,2.5
0.7897,195.0,65.45,2.92
0.7897,200.0,61.075,3.4
0.7897,205.0,56.7,4.0
0.7897,210.0,52.525,4.675
0.7897,215.0,48.4,5.45
0.7897,220.0,44.375,6.35
0.7897,225.0,40.525,7.4
0.7897,230.0,36.8,8.575
0.7897,235.0,33.225,10.0
0.7897,240.0,29.85,11.525
0.7897,245.0,26.65,13.275
0.7897,250.0,23.6,15.175
0.7897,255.0,20.875,17.4
0.7897,260.0,18.25,19.85
0.7897,265.0,15.9,22.45
0.7897,270.0,13.725,25.35
0.7897,275.0,11.775,28.575
0.7897,280.0,10.1,31.925
0.7897,285.0,8.575,35.55
0.7897,290.0,7.25,39.525
0.7897,295.0,6.125,
0.7897,300.0,5.15,47.725
0.7897,305.0,4.3,52.275
0.7897,310.0,3.6,
0.7897,315.0,3.045,
0.7897,320.0,2.535,
0.7897,325.0,2.125,
0.7897,330.0,1.775,
0.7897,340.0,1.26,
0.7897,350.0,0.9,
0.7897,370.0,0.46,
0.9008,5.0,248.45,0.01
0.9008,30.0,225.975,
0.9008,60.0,196.775,0.025
0.9008,90.0,165.45,0.13
0.9008,95.0,160.75,0.15
0.9008,100.0,155.875,0.18
0.9008,120.0,136.475,0.35
0.9008,125.0,133.725,0.41
0.9008,130.0,126.65,0.48
0.9008,135.0,124.225,0.56
0.9008,140.0,117.275,0.66
0.9008,145.0,112.8,0.765
0.9008,150.0,107.875,0.895
0.9008,155.0,103.25,1.04
0.9008,160.0,98.525,1.215
0.9008,165.0,93.95,1.415
0.9008,170.0,89.325,1.65
0.9008,175.0,84.675,1.935
0.9008,180.0,80.0,2.26
0.9008,185.0,75.475,2.63
0.9008,190.0,71.225,3.05
0.9008,195.0,66.6,3.55
0.9008,200.0,62.275,4.15
0.9008,210.0,53.925,5.575
0.9008,220.0,46.025,7.45
0.9008,230.0,38.575,9.85
0.9008,240.0,31.75,12.85
0.9008,250.0,25.6,16.625
0.9008,260.0,20.2,21.15
0.9008,270.0,15.6,26.6
0.9008,280.0,11.85,33.125
0.9008,290.0,8.825,40.2
0.9008,300.0,6.45,48.35
0.9008,310.0,4.725,57.25
0.9008,320.0,3.45,
0.9008,330.0,2.505,
0.9008,340.0,1.83,
0.9008,350.0,1.34,
0.9008,360.0,0.985,
0.9008,370.0,0.73,
0.9008,380.0,0.545,
0.9008,390.0,0.41,
0.9008,400.0,0.31,144.625
1.0357,5.0,248.65,0.01
1.0357,10.0,188.55,0.01
1.0357,15.0,240.625,0.01
1.0357,20.0,184.675,0.01
1.0357,25.0,230.75,0.115
1.0357,30.0,224.15,0.015
1.0357,35.0,164.275,0.015
1.0357,40.0,162.15,0.02
1.0357,45.0,157.275,0.02
1.0357,50.0,204.825,0.03
1.0357,55.0,199.9,0.01
1.0357,60.0,194.775,0.05
1.0357,65.0,190.25,0.04
1.0357,70.0,185.65,0.075
1.0357,75.0,180.675,0.035
1.0357,80.0,175.975,0.0
1.0357,85.0,172.7,0.14
1.0357,90.0,168.225,0.165
1.0357,95.0,160.825,0.2
1.0357,100.0,156.15,0.23
1.0357,105.0,151.075,0.27
1.0357,110.0,146.475,0.315
1.0357,115.0,142.05,0.37
1.0357,120.0,136.6,0.43
1.0357,125.0,131.8,0.505
1.0357,130.0,127.0,0.59
1.0357,135.0,122.575,0.69
1.0357,140.0,118.0,0.815
1.0357,145.0,113.35,0.94
1.0357,150.0,108.6,1.095
1.0357,155.0,103.8,1.275
1.0357,160.0,99.1,1.485
1.0357,165.0,94.575,1.72
1.0357,170.0,90.025,2.02
1.0357,175.0,85.425,2.335
1.0357,180.0,80.925,2.705
1.0357,185.0,76.5,3.1
1.0357,190.0,72.1,3.6
1.0357,195.0,67.8,4.15
1.0357,200.0,63.6,4.8
1.0357,205.0,59.4,5.525
1.0357,210.0,55.325,6.35
1.0357,215.0,51.425,7.3
1.0357,220.0,47.575,8.325
1.0357,225.0,43.875,9.5
1.0357,230.0,40.25,10.825
1.0357,235.0,36.8,12.3
1.0357,240.0,33.55,13.925
1.0357,245.0,30.425,15.7
1.0357,250.0,27.425,17.675
1.0357,255.0,24.65,19.825
1.0357,260.0,22.05,22.175
1.0357,265.0,19.6,24.8
1.0357,270.0,17.325,27.575
1.0357,275.0,15.3,30.625
1.0357,280.0,13.475,33.8
1.0357,285.0,11.775,37.225
1.0357,290.0,10.25,40.9
1.0357,300.0,7.75,49.025
1.0357,310.0,5.8,57.525
1.0357,320.0,4.3,67.05
1.0357,330.0,3.225,74.6
1.0357,340.0,2.42,84.625
1.0357,350.0,1.815,97.25
1.0357,360.0,1.37,157.45
1.0357,370.0,1.04,142.525
1.0357,380.0,0.79,124.6
1.0357,390.0,0.61,134.6
1.2897,115.0,144.6,0.525
1.2897,120.0,137.65,0.615
1.2897,125.0,132.85,0.715
1.2897,130.0,128.575,0.835
1.2897,135.0,123.725,0.97
1.2897,140.0,119.1,1.125
1.2897,145.0,114.2,1.32
1.2897,150.0,109.8,1.53
1.2897,155.0,105.125,1.77
1.2897,160.0,100.725,2.05
1.2897,165.0,96.1,2.36
1.2897,170.0,91.575,2.715
1.2897,175.0,87.175,3.125
1.2897,180.0,82.675,3.55
1.2897,185.0,78.375,4.1
1.2897,190.0,74.175,4.65
1.2897,195.0,70.025,5.35
1.2897,200.0,65.875,6.05
1.2897,210.0,57.975,7.875
1.2897,220.0,50.4,10.025
1.2897,230.0,43.375,12.675
1.2897,240.0,36.8,15.875
1.2897,250.0,30.825,19.75
1.2897,260.0,25.45,24.275
1.2897,270.0,20.725,29.525
1.2897,280.0,16.625,35.525
1.2897,290.0,13.2,42.375
1.2897,300.0,10.375,50.0
1.2897,310.0,8.125,58.125
1.2897,320.0,6.275,67.025
1.2897,330.0,4.9,74.625
1.2897,340.0,3.8,86.85
1.2897,350.0,2.955,
1.4008,50.0,204.825,0.06
1.4008,55.0,200.05,0.07
1.4008,60.0,197.325,0.095
1.4008,65.0,192.55,0.11
1.4008,70.0,185.725,0.135
1.4008,75.0,0.0,0.18
1.4008,80.0,176.0,0.2
1.4008,85.0,171.325,0.235
1.4008,90.0,166.6,0.295
1.4008,95.0,163.9,0.33
1.4008,100.0,157.15,0.39
1.4008,105.0,154.4,0.455
1.4008,110.0,147.3,0.53
1.4008,115.0,142.75,0.62
1.4008,120.0,137.925,0.72
1.4008,125.0,133.375,0.835
1.4008,130.0,128.975,0.975
1.4008,135.0,124.3,1.125
1.4008,140.0,119.65,1.31
1.4008,145.0,115.075,1.505
1.4008,150.0,110.5,1.74
1.4008,155.0,105.875,2.0
1.4008,160.0,101.375,2.3
1.4008,165.0,96.875,2.64
1.4008,170.0,92.375,3.05
1.4008,175.0,88.075,3.475
1.4008,180.0,83.65,3.95
1.4008,185.0,79.5,4.5
1.4008,190.0,75.15,5.1
1.4008,195.0,71.05,5.85
1.4008,200.0,66.95,6.6
1.4008,205.0,63.0,7.475
1.4008,210.0,59.15,8.425
1.4008,215.0,55.35,9.5
1.4008,220.0,51.675,10.7
1.4008,225.0,48.125,11.975
1.4008,230.0,44.675,13.4
1.4008,235.0,41.35,14.95
1.4008,240.0,38.15,16.65
1.4008,245.0,35.1,18.525
1.4008,250.0,32.2,20.525
1.4008,255.0,29.45,22.675
1.4008,260.0,26.825,24.95
1.4008,265.0,24.325,27.55
1.4008,270.0,22.025,30.2
1.4008,275.0,19.875,33.1
1.4008,280.0,17.875,36.125
1.4008,285.0,16.025,39.375
1.4008,290.0,14.325,42.925
1.4008,295.0,12.825,46.5
1.4008,300.0,11.425,50.5
1.4008,310.0,9.025,58.425
1.4008,320.0,7.125,67.325
1.4008,330.0,5.575,
1.4008,340.0,4.4,
1.4008,350.0,3.45,94.625
1.4008,360.0,2.725,106.675
1.4008,370.0,2.16,
1.4008,380.0,1.725,
1.4008,390.0,1.385,
1.4008,400.0,1.13,146.7
1.7619,5.0,248.3,0.015
1.7619,10.0,243.575,0.015
1.7619,15.0,240.65,0.015
1.7619,20.0,191.725,0.0
1.7619,25.0,231.05,0.025
1.7619,30.0,226.3,0.035
1.7619,35.0,164.675,0.04
1.7619,40.0,162.525,0.055
1.7619,45.0,157.85,0.075
1.7619,50.0,205.475,0.085
1.7619,60.0,195.725,0.13
1.7619,70.0,188.2,0.215
1.7619,80.0,176.675,0.31
1.7619,85.0,174.05,0.36
1.7619,90.0,116.35,0.415
1.7619,95.0,164.8,0.485
1.7619,100.0,158.025,0.575
1.7619,105.0,155.225,0.67
1.7619,110.0,148.5,0.775
1.7619,115.0,146.125,0.9
1.7619,120.0,139.45,1.04
1.7619,125.0,134.925,1.195
1.7619,130.0,130.25,1.385
1.7619,135.0,125.625,1.6
1.7619,140.0,121.05,1.84
1.7619,145.0,116.55,2.11
1.7619,150.0,112.2,2.405
1.7619,155.0,107.875,2.76
1.7619,160.0,103.375,3.15
1.7619,165.0,99.175,3.575
1.7619,170.0,94.7,4.025
1.7619,175.0,90.4,4.575
1.7619,180.0,86.3,5.15
1.7619,185.0,82.175,5.825
1.7619,190.0,78.075,6.55
1.7619,195.0,74.125,7.4
1.7619,200.0,70.225,8.275
1.7619,210.0,62.65,10.35
