Maturity,Strike,Call,Put
1.7659,210.0,64.575,10.175
1.7659,220.0,57.45,12.575
1.7659,230.0,50.575,15.375
1.7659,240.0,44.1,18.725
1.7659,250.0,38.25,22.475
1.7659,260.0,32.75,26.75
1.7659,270.0,27.8,31.525
1.7659,280.0,23.35,37.325
1.7659,290.0,19.55,43.575
1.7659,300.0,16.225,50.5
1.7659,310.0,13.275,58.05
1.7659,320.0,10.925,66.3
1.7659,330.0,8.925,75.15
1.7659,340.0,7.275,84.625
1.7659,350.0,5.95,94.625
1.7659,360.0,4.875,104.625
1.7659,370.0,3.975,
1.7659,380.0,3.25,124.625
1.7659,390.0,2.66,134.625
1.7659,400.0,2.215,144.625
1.7659,410.0,1.815,154.625
1.7659,420.0,1.535,
1.7659,430.0,1.28,
1.7659,440.0,1.09,204.175
1.7659,450.0,0.92,194.625
1.877,5.0,250.35,0.01
1.877,10.0,245.425,0.135
1.877,15.0,240.55,0.135
1.877,20.0,235.75,0.115
1.877,25.0,176.725,0.11
1.877,30.0,226.25,0.105
1.877,35.0,167.25,0.09
1.877,40.0,216.775,0.115
1.877,45.0,212.05,0.08
1.877,50.0,207.325,0.11
1.877,60.0,197.9,0.18
1.877,70.0,188.5,0.245
1.877,80.0,179.1,0.34
1.877,85.0,130.775,0.41
1.877,90.0,169.7,0.46
1.877,95.0,164.825,0.54
1.877,100.0,160.35,0.63
1.877,105.0,155.7,0.73
1.877,110.0,151.075,0.84
1.877,115.0,146.2,0.97
1.877,120.0,142.4,1.12
1.877,125.0,137.3,1.29
1.877,130.0,133.35,1.48
1.877,135.0,127.725,1.7
1.877,140.0,124.05,1.945
1.877,145.0,119.675,2.22
1.877,150.0,114.925,2.545
1.877,155.0,110.325,2.9
1.877,160.0,106.1,3.3
1.877,165.0,101.775,3.75
1.877,170.0,97.5,4.25
1.877,175.0,93.325,4.775
1.877,180.0,89.175,5.4
1.877,185.0,85.05,6.075
1.877,190.0,80.925,6.825
1.877,195.0,77.075,7.625
1.877,200.0,73.175,8.525
1.877,210.0,65.65,10.6
1.877,220.0,58.475,13.05
1.877,230.0,51.675,15.875
1.877,240.0,45.3,19.2
1.877,250.0,39.35,23.025
1.877,260.0,33.925,27.375
1.877,270.0,28.975,32.325
1.877,280.0,24.525,37.85
1.877,290.0,20.675,43.675
1.877,300.0,17.25,50.875
1.877,310.0,14.325,58.575
1.877,320.0,11.9,66.475
1.877,330.0,9.85,75.85
1.877,340.0,8.0,84.7
1.877,350.0,6.65,94.6
1.877,360.0,5.475,
1.877,370.0,4.5,142.5
1.877,380.0,3.725,
1.877,390.0,3.1,134.625
1.877,400.0,2.56,144.625
1.877,410.0,2.14,173.2
1.877,420.0,1.785,164.65
1.877,430.0,1.51,182.0
1.877,440.0,1.275,184.625
1.877,450.0,1.075,0.0
2.4841,50.0,207.8,0.195
2.4841,55.0,159.275,0.245
2.4841,60.0,198.525,0.3
2.4841,65.0,193.9,0.355
2.4841,70.0,134.2,0.41
2.4841,75.0,184.65,0.485
2.4841,80.0,180.05,0.555
2.4841,85.0,134.525,0.655
2.4841,90.0,170.9,0.755
2.4841,95.0,166.275,0.865
2.4841,100.0,161.75,0.995
2.4841,105.0,157.275,1.16
2.4841,110.0,152.7,1.325
2.4841,115.0,147.85,1.52
2.4841,120.0,143.85,1.715
2.4841,125.0,139.575,1.955
2.4841,130.0,134.7,2.245
2.4841,135.0,130.55,2.55
2.4841,140.0,126.025,2.855
2.4841,145.0,121.975,3.225
2.4841,150.0,117.625,3.65
2.4841,155.0,113.4,4.1
2.4841,160.0,109.2,4.65
2.4841,165.0,105.05,5.175
2.4841,170.0,100.975,5.775
2.4841,175.0,96.925,6.425
2.4841,180.0,93.075,7.175
2.4841,185.0,89.075,7.95
2.4841,190.0,85.325,8.85
2.4841,195.0,81.5,9.8
2.4841,200.0,77.775,10.825
2.4841,210.0,70.575,13.1
2.4841,220.0,63.75,15.775
2.4841,230.0,57.25,18.85
2.4841,240.0,51.15,22.225
2.4841,250.0,45.375,26.15
2.4841,260.0,40.075,30.575
2.4841,270.0,35.2,35.525
2.4841,280.0,30.75,41.025
2.4841,290.0,26.75,47.025
2.4841,300.0,23.175,53.675
2.4841,310.0,20.0,61.45
2.4841,320.0,17.125,68.425
2.4841,330.0,14.725,76.725
2.4841,340.0,12.65,85.525
2.4841,350.0,10.8,128.5
2.4841,360.0,9.225,148.75
2.4841,370.0,7.875,
2.4841,380.0,6.75,179.0
2.4841,390.0,5.775,171.5
2.4841,400.0,4.925,144.575
2.4841,410.0,4.225,196.975
2.4841,420.0,3.625,164.6
2.4841,430.0,3.125,217.5
2.4841,440.0,2.71,216.0
2.4841,450.0,2.36,194.575
3.2103,50.0,209.0,0.25
3.2103,55.0,204.5,0.355
3.2103,60.0,199.75,0.305
3.2103,65.0,194.9,0.49
3.2103,70.0,190.75,0.91
3.2103,75.0,185.95,0.705
3.2103,80.0,181.725,0.72
3.2103,85.0,177.075,0.91
3.2103,90.0,173.0,1.145
3.2103,95.0,168.425,1.21
3.2103,100.0,163.925,1.41
3.2103,105.0,159.4,1.595
3.2103,110.0,155.25,1.825
3.2103,115.0,150.85,2.075
3.2103,120.0,146.275,3.435
3.2103,125.0,142.5,2.76
3.2103,130.0,137.2,3.24
3.2103,135.0,133.5,3.25
3.2103,140.0,129.5,4.025
3.2103,145.0,125.5,4.15
3.2103,150.0,120.95,4.65
3.2103,155.0,116.375,6.45
3.2103,160.0,112.8,5.95
3.2103,165.0,109.35,7.625
3.2103,170.0,105.4,7.35
3.2103,175.0,101.6,9.1
3.2103,180.0,97.925,8.35
3.2103,185.0,94.075,10.325
3.2103,190.0,89.8,10.675
3.2103,195.0,86.675,12.025
3.2103,200.0,83.0,12.975
3.2103,205.0,79.7,14.175
3.2103,210.0,76.275,15.45
3.2103,215.0,72.6,16.475
3.2103,220.0,69.35,19.175
3.2103,225.0,66.35,20.3
3.2103,230.0,63.7,21.5
3.2103,235.0,60.175,23.0
3.2103,240.0,56.8,25.025
3.2103,245.0,54.1,26.925
3.2103,250.0,52.125,29.2
3.2103,255.0,49.325,31.0
3.2103,260.0,46.925,32.775
3.2103,265.0,44.175,35.975
3.2103,270.0,41.425,37.775
3.2103,275.0,39.275,41.0
3.2103,280.0,36.35,42.475
3.2103,285.0,34.8,46.5
3.2103,290.0,31.925,49.5
3.2103,295.0,30.6,52.5
3.2103,300.0,28.775,56.625
3.2103,305.0,27.45,59.9
3.2103,310.0,25.725,63.275
3.2103,315.0,23.725,66.925
3.2103,320.0,22.1,70.55
3.2103,325.0,21.5,124.975
3.2103,330.0,20.2,78.0
3.2103,335.0,19.0,
3.2103,340.0,18.375,
3.2103,345.0,16.5,
3.2103,350.0,15.5,95.525
3.2103,355.0,13.975,
3.2103,360.0,13.625,
3.2103,365.0,12.175,
3.2103,370.0,12.075,0.0
3.2103,375.0,11.0,
3.2103,380.0,10.475,124.5
3.2103,385.0,8.7,
3.2103,390.0,7.975,
3.2103,395.0,8.5,
3.2103,400.0,8.025,144.5
3.2103,405.0,7.675,
3.2103,410.0,6.375,
3.2103,415.0,6.325,
3.2103,420.0,6.0,
3.2103,425.0,5.75,
3.2103,430.0,4.4,
3.2103,435.0,5.05,238.5
3.2103,440.0,3.91,184.5
3.3492,50.0,209.0,
3.3492,80.0,182.25,
3.3492,110.0,155.6,3.195
3.3492,120.0,147.0,2.5
3.3492,135.0,134.5,3.675
3.3492,150.0,121.975,4.95
3.3492,155.0,117.25,
3.3492,160.0,113.725,6.125
3.3492,170.0,106.575,8.675
3.3492,175.0,102.725,7.475
3.3492,180.0,97.95,8.95
3.3492,185.0,94.225,10.15
3.3492,190.0,90.475,11.1
3.3492,195.0,87.325,11.975
3.3492,200.0,83.4,12.9
3.3492,210.0,76.825,15.925
3.3492,220.0,70.15,18.5
3.3492,230.0,64.0,21.025
3.3492,240.0,58.45,25.5
3.3492,250.0,52.525,29.125
3.3492,260.0,47.425,33.45
3.3492,270.0,42.825,38.35
3.3492,280.0,37.775,43.3
3.3492,290.0,33.175,49.9
3.3492,300.0,30.0,56.25
3.3492,310.0,26.375,62.175
3.3492,320.0,23.375,69.85
3.3492,330.0,20.925,78.6
3.3492,340.0,18.125,
3.3492,350.0,16.5,
3.3492,360.0,14.5,
3.3492,370.0,12.65,
3.3492,380.0,11.425,
3.3492,390.0,9.575,
3.3492,400.0,8.375,
3.3492,420.0,6.675,
3.3492,440.0,4.9,
3.3492,450.0,4.4,
